Description	Iteration	Algorithm	Metric	Value
null	1	/AlgorithmScripts/Classification/arff/weka/HoeffdingTree	AUROC	0.447807781649245
null	1	/AlgorithmScripts/Classification/arff/weka/HoeffdingTree	Accuracy	0.439759036144578
null	1	/AlgorithmScripts/Classification/arff/weka/HoeffdingTree	BalancedAccuracy	0.439169570267131
null	1	/AlgorithmScripts/Classification/arff/weka/HoeffdingTree	Brier	0.357461614457831
null	1	/AlgorithmScripts/Classification/arff/weka/HoeffdingTree	F1	0.468571428571429
null	1	/AlgorithmScripts/Classification/arff/weka/HoeffdingTree	FDR	0.549450549450549
null	1	/AlgorithmScripts/Classification/arff/weka/HoeffdingTree	FNR	0.511904761904762
null	1	/AlgorithmScripts/Classification/arff/weka/HoeffdingTree	FPR	0.609756097560976
null	1	/AlgorithmScripts/Classification/arff/weka/HoeffdingTree	MCC	-0.122221081274989
null	1	/AlgorithmScripts/Classification/arff/weka/HoeffdingTree	MMCE	0.560240963855422
null	1	/AlgorithmScripts/Classification/arff/weka/HoeffdingTree	NPV	0.426666666666667
null	1	/AlgorithmScripts/Classification/arff/weka/HoeffdingTree	PPV	0.450549450549451
null	1	/AlgorithmScripts/Classification/arff/weka/HoeffdingTree	Recall	0.488095238095238
null	1	/AlgorithmScripts/Classification/arff/weka/HoeffdingTree	TNR	0.390243902439024
null	1	/AlgorithmScripts/Classification/arff/weka/HoeffdingTree	TPR	0.488095238095238
null	1	/AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron	AUROC	0.455211962833914
null	1	/AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron	Accuracy	0.463855421686747
null	1	/AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron	BalancedAccuracy	0.46355981416957
null	1	/AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron	Brier	0.369549921686747
null	1	/AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron	F1	0.47953216374269
null	1	/AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron	FDR	0.528735632183908
null	1	/AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron	FNR	0.511904761904762
null	1	/AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron	FPR	0.560975609756098
null	1	/AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron	MCC	-0.0729598573117717
null	1	/AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron	MMCE	0.536144578313253
null	1	/AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron	NPV	0.455696202531646
null	1	/AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron	PPV	0.471264367816092
null	1	/AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron	Recall	0.488095238095238
null	1	/AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron	TNR	0.439024390243902
null	1	/AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron	TPR	0.488095238095238
null	1	/AlgorithmScripts/Classification/arff/weka/SimpleLogistic	AUROC	0.450783972125435
null	1	/AlgorithmScripts/Classification/arff/weka/SimpleLogistic	Accuracy	0.469879518072289
null	1	/AlgorithmScripts/Classification/arff/weka/SimpleLogistic	BalancedAccuracy	0.469221835075494
null	1	/AlgorithmScripts/Classification/arff/weka/SimpleLogistic	Brier	0.276275530120482
null	1	/AlgorithmScripts/Classification/arff/weka/SimpleLogistic	F1	0.5
null	1	/AlgorithmScripts/Classification/arff/weka/SimpleLogistic	FDR	0.521739130434783
null	1	/AlgorithmScripts/Classification/arff/weka/SimpleLogistic	FNR	0.476190476190476
null	1	/AlgorithmScripts/Classification/arff/weka/SimpleLogistic	FPR	0.585365853658537
null	1	/AlgorithmScripts/Classification/arff/weka/SimpleLogistic	MCC	-0.0619169441223077
null	1	/AlgorithmScripts/Classification/arff/weka/SimpleLogistic	MMCE	0.530120481927711
null	1	/AlgorithmScripts/Classification/arff/weka/SimpleLogistic	NPV	0.459459459459459
null	1	/AlgorithmScripts/Classification/arff/weka/SimpleLogistic	PPV	0.478260869565217
null	1	/AlgorithmScripts/Classification/arff/weka/SimpleLogistic	Recall	0.523809523809524
null	1	/AlgorithmScripts/Classification/arff/weka/SimpleLogistic	TNR	0.414634146341463
null	1	/AlgorithmScripts/Classification/arff/weka/SimpleLogistic	TPR	0.523809523809524
null	1	/AlgorithmScripts/Classification/tsv/keras/dnn	AUROC	0.420441347270615
null	1	/AlgorithmScripts/Classification/tsv/keras/dnn	Accuracy	0.41566265060241
null	1	/AlgorithmScripts/Classification/tsv/keras/dnn	BalancedAccuracy	0.418118466898955
null	1	/AlgorithmScripts/Classification/tsv/keras/dnn	Brier	0.260682122154378
null	1	/AlgorithmScripts/Classification/tsv/keras/dnn	F1	0.270676691729323
null	1	/AlgorithmScripts/Classification/tsv/keras/dnn	FDR	0.63265306122449
null	1	/AlgorithmScripts/Classification/tsv/keras/dnn	FNR	0.785714285714286
null	1	/AlgorithmScripts/Classification/tsv/keras/dnn	FPR	0.378048780487805
null	1	/AlgorithmScripts/Classification/tsv/keras/dnn	MCC	-0.17950293729092
null	1	/AlgorithmScripts/Classification/tsv/keras/dnn	MMCE	0.58433734939759
null	1	/AlgorithmScripts/Classification/tsv/keras/dnn	NPV	0.435897435897436
null	1	/AlgorithmScripts/Classification/tsv/keras/dnn	PPV	0.36734693877551
null	1	/AlgorithmScripts/Classification/tsv/keras/dnn	Recall	0.214285714285714
null	1	/AlgorithmScripts/Classification/tsv/keras/dnn	TNR	0.621951219512195
null	1	/AlgorithmScripts/Classification/tsv/keras/dnn	TPR	0.214285714285714
null	1	/AlgorithmScripts/Classification/tsv/mlr/h2o.randomForest	AUROC	0.447081881533101
null	1	/AlgorithmScripts/Classification/tsv/mlr/h2o.randomForest	Accuracy	0.451807228915663
null	1	/AlgorithmScripts/Classification/tsv/mlr/h2o.randomForest	BalancedAccuracy	0.451074332171893
null	1	/AlgorithmScripts/Classification/tsv/mlr/h2o.randomForest	Brier	0.322307681781535
null	1	/AlgorithmScripts/Classification/tsv/mlr/h2o.randomForest	F1	0.485875706214689
null	1	/AlgorithmScripts/Classification/tsv/mlr/h2o.randomForest	FDR	0.537634408602151
null	1	/AlgorithmScripts/Classification/tsv/mlr/h2o.randomForest	FNR	0.488095238095238
null	1	/AlgorithmScripts/Classification/tsv/mlr/h2o.randomForest	FPR	0.609756097560976
null	1	/AlgorithmScripts/Classification/tsv/mlr/h2o.randomForest	MCC	-0.0985622077593268
null	1	/AlgorithmScripts/Classification/tsv/mlr/h2o.randomForest	MMCE	0.548192771084337
null	1	/AlgorithmScripts/Classification/tsv/mlr/h2o.randomForest	NPV	0.438356164383562
null	1	/AlgorithmScripts/Classification/tsv/mlr/h2o.randomForest	PPV	0.462365591397849
null	1	/AlgorithmScripts/Classification/tsv/mlr/h2o.randomForest	Recall	0.511904761904762
null	1	/AlgorithmScripts/Classification/tsv/mlr/h2o.randomForest	TNR	0.390243902439024
null	1	/AlgorithmScripts/Classification/tsv/mlr/h2o.randomForest	TPR	0.511904761904762
null	1	/AlgorithmScripts/Classification/tsv/mlr/mlp	AUROC	0.398954703832753
null	1	/AlgorithmScripts/Classification/tsv/mlr/mlp	Accuracy	0.475903614457831
null	1	/AlgorithmScripts/Classification/tsv/mlr/mlp	BalancedAccuracy	0.474012775842044
null	1	/AlgorithmScripts/Classification/tsv/mlr/mlp	Brier	0.422704198436799
null	1	/AlgorithmScripts/Classification/tsv/mlr/mlp	F1	0.549222797927461
null	1	/AlgorithmScripts/Classification/tsv/mlr/mlp	FDR	0.513761467889908
null	1	/AlgorithmScripts/Classification/tsv/mlr/mlp	FNR	0.369047619047619
null	1	/AlgorithmScripts/Classification/tsv/mlr/mlp	FPR	0.682926829268293
null	1	/AlgorithmScripts/Classification/tsv/mlr/mlp	MCC	-0.0547250013072862
null	1	/AlgorithmScripts/Classification/tsv/mlr/mlp	MMCE	0.524096385542169
null	1	/AlgorithmScripts/Classification/tsv/mlr/mlp	NPV	0.456140350877193
null	1	/AlgorithmScripts/Classification/tsv/mlr/mlp	PPV	0.486238532110092
null	1	/AlgorithmScripts/Classification/tsv/mlr/mlp	Recall	0.630952380952381
null	1	/AlgorithmScripts/Classification/tsv/mlr/mlp	TNR	0.317073170731707
null	1	/AlgorithmScripts/Classification/tsv/mlr/mlp	TPR	0.630952380952381
null	1	/AlgorithmScripts/Classification/tsv/mlr/xgboost	AUROC	0.441637630662021
null	1	/AlgorithmScripts/Classification/tsv/mlr/xgboost	Accuracy	0.427710843373494
null	1	/AlgorithmScripts/Classification/tsv/mlr/xgboost	BalancedAccuracy	0.427264808362369
null	1	/AlgorithmScripts/Classification/tsv/mlr/xgboost	Brier	0.272944345348007
null	1	/AlgorithmScripts/Classification/tsv/mlr/xgboost	F1	0.450867052023121
null	1	/AlgorithmScripts/Classification/tsv/mlr/xgboost	FDR	0.561797752808989
null	1	/AlgorithmScripts/Classification/tsv/mlr/xgboost	FNR	0.535714285714286
null	1	/AlgorithmScripts/Classification/tsv/mlr/xgboost	FPR	0.609756097560976
null	1	/AlgorithmScripts/Classification/tsv/mlr/xgboost	MCC	-0.145841387150609
null	1	/AlgorithmScripts/Classification/tsv/mlr/xgboost	MMCE	0.572289156626506
null	1	/AlgorithmScripts/Classification/tsv/mlr/xgboost	NPV	0.415584415584416
null	1	/AlgorithmScripts/Classification/tsv/mlr/xgboost	PPV	0.438202247191011
null	1	/AlgorithmScripts/Classification/tsv/mlr/xgboost	Recall	0.464285714285714
null	1	/AlgorithmScripts/Classification/tsv/mlr/xgboost	TNR	0.390243902439024
null	1	/AlgorithmScripts/Classification/tsv/mlr/xgboost	TPR	0.464285714285714
null	1	/AlgorithmScripts/Classification/tsv/sklearn/decision_tree	AUROC	0.515606852497096
null	1	/AlgorithmScripts/Classification/tsv/sklearn/decision_tree	Accuracy	0.530120481927711
null	1	/AlgorithmScripts/Classification/tsv/sklearn/decision_tree	BalancedAccuracy	0.527729384436701
null	1	/AlgorithmScripts/Classification/tsv/sklearn/decision_tree	Brier	0.257281582478295
null	1	/AlgorithmScripts/Classification/tsv/sklearn/decision_tree	F1	0.61
null	1	/AlgorithmScripts/Classification/tsv/sklearn/decision_tree	FDR	0.474137931034483
null	1	/AlgorithmScripts/Classification/tsv/sklearn/decision_tree	FNR	0.273809523809524
